assign,v.,"分配,分派"
assignment,n.,(分派的)任務;工作;(課外)作業
assist,v.,"幫助,協助"
assistance,n.,"幫助,協助"
assistant,n.,助手
associate,adj.,夥伴的;共事的;副的;聯合的
associate,v.,"聯想,把...聯想在一起"
associate,n.,夥伴;同事
association,n.,"協會,公會,社團"
assume,v.,假定
assumption,n.,假設;擔任
assurance,n.,保證
assure,v.,"向...保證,擔保"
asthma,n.,氣喘(病);哮喘
astonish,v.,"使吃驚,使驚訝"
astonishment,n.,驚訝;驚愕
astray,adj.,迷路的;離開正道的
astray,adv.,迷路;離開正道
astronaut,n.,"太空人,宇航員"
astronomer,n.,天文學家
astronomy,n.,天文學
asylum,n.,收容院;避難所;政治庇護
at,prep.,在
athlete,n.,"運動員,體育家"
athletic,adj.,"運動的,體育的;行動敏捷的"
atmosphere,n.,大氣;氣氛
atom,n.,原子
atomic,adj.,原子的
attach,v.,"裝上,貼上;使附屬"
attachment,n.,連接;安裝;附著;附屬物;附件;扣押;扣押令
attack,v.,進攻;襲擊
attack,n.,攻擊
attain,v.,達到;獲得
attainment,n.,"達到;獲得;到達;成就;學識,才能"
attempt,v.,試圖;企圖
attempt,n.,"企圖,嘗試"
attend,v.,"出席,參加;照料;伴隨"
attendance,n.,出席;出席人數;侍候
attendant,adj.,出席的;伴隨的;侍候的
attendant,n.,出席者;陪從;服務員
attention,n.,注意;專心
attic,n.,頂樓;閣樓
attitude,n.,態度
attract,v.,吸引
attraction,n.,吸引;吸引力
attractive,adj.,有吸引力的;引人注目的
auction,v.,拍賣
auction,n.,拍賣
audience,n.,聽眾
audio,adj.,"聽覺的,聲音的"
auditorium,n.,會堂;禮堂
August,n.,八月
aunt,n.,姨媽;姑媽
auntie,n.,(aunt 的暱稱)伯母;嬸母;姑母;姨母;舅母
aunty,n.,(aunt 的暱稱)伯母;嬸母;姑母;姨母;舅母
authentic,adj.,可信的;真實的
author,v.,"開創,發起;著作,編寫"
author,n.,作者;作家
authority,n.,職權;官方
authorize,v.,授權給;批准
auto,n.,汽車
autobiography,n.,自傳
autograph,v.,親筆簽名於
autograph,n.,(尤指名人的)親筆簽名
automatic,adj.,"自動的,習慣性的"
automobile,n.,汽車
autonomy,n.,自治;自治權;自治團體
autumn,n.,秋季
auxiliary,n.,輔助者;助動詞
available,adj.,"可用的,可得到的,有效的"
avenue,n.,"大街,大道"
average,adj.,平均的
average,v.,算出...的平均數;使平衡; 平均為
average,n.,平均;平均數
aviation,n.,航空;飛行
avoid,v.,避免
await,v.,"等候,期待"
awake,adj.,醒著的
awake,v.,喚醒
awaken,v.,醒;覺醒;喚起
award,v.,授予
award,n.,獎;獎品
aware,adj.,"知道的,察覺的"
away,adv.,離開
awe,v.,使敬畏;使畏怯
awe,n.,敬畏;畏怯
awesome,adj.,令人敬畏的;非凡的
awful,adj.,可怕的
awhile,adv.,片刻
awkward,adj.,笨拙的;尷尬的
ax,v.,用斧劈;解雇
ax,n.,斧
axe,v.,ax
axe,n.,ax
baby,n.,嬰兒
baby-sit,v.,當臨時保姆
baby-sitter,n.,保姆
bachelor,n.,單身漢
back,adj.,後面的;拖欠的;過去的
back,v.,向後;追溯;回覆;贊助
back,adv.,回原處
back,n.,背部;後面
backbone,n.,脊柱;支柱;骨幹
background,n.,背景
backpack,v.,把...放入背包; 背負簡便行李旅行
backpack,n.,背包
backward,adj.,向後的;落後的
backward,adv.,向後地;落後地
backwards,adv.,"向後;倒,逆;往回,向原處"
bacon,n.,燻豬肉
bacteria,n.,細菌
bad,adj.,壞的
badge,n.,徽章;證章
badly,adv.,壞;拙劣地
badminton,n.,羽毛球
bag,n.,袋子
baggage,n.,行李
bait,v.,置餌於
bait,n.,餌
bake,v.,烘;烤
bakery,n.,麵包店
balance,v.,使平衡
balance,n.,平衡
balcony,n.,陽臺
bald,adj.,禿頭的
ball,v.,使成球形; 呈球狀
ball,n.,球
ballet,n.,芭蕾舞
balloon,v.,像氣球般鼓起(或膨脹);乘氣球上升;激增
balloon,n.,汽球
ballot,v.,投票;投票表決
ballot,n.,選票;候選人名單
bamboo,n.,竹子
ban,v.,禁止;取締
ban,n.,禁止;禁令
banana,n.,香蕉
band,n.,樂團;樂隊
bandage,v.,用繃帶包紮
bandage,n.,繃帶
bandit,n.,強盜;土匪
bang,v.,發出砰的一聲;砰地敲
bang,adv.,"砰地;驀地,突然;恰好,正好"
bang,n.,猛擊;猛撞
bank,v.,存(款)於銀行;築堤防護;堆積
bank,n.,銀行;堤;岸
banker,n.,銀行家;莊家
bankrupt,adj.,破產的;已完全失敗的
bankrupt,v.,使破產;使赤貧
bankrupt,n.,破產者;赤貧者
banner,n.,旗幟;橫幅;大標題
banquet,v.,宴請
banquet,n.,盛宴
bar,v.,閂住;阻攔;禁止
bar,n.,"棒,條;酒吧"
barbarian,adj.,野蠻(人)的
barbarian,n.,野蠻人
barbecue,v.,"(在戶外)烤,炙(肉類)"
barbecue,n.,烤肉
barber,n.,男理髮師
barbershop,n.,理髮店
bare,adj.,裸的;僅僅的
bare,v.,露出
barefoot,adj.,赤腳的
barefoot,adv.,赤著腳地
barely,adv.,僅僅;勉強
bargain,v.,討價還價
bargain,n.,交易;廉價
bark,v.,狗叫
bark,n.,吠聲
barn,n.,穀倉;糧倉
barometer,n.,晴雨表;顯示變化的事物
barrel,n.,大桶
barren,adj.,貧瘠的;荒蕪的;不妊的
barrier,n.,障礙物;路障
base,v.,以...為基地
base,n.,基;底;基部
baseball,n.,棒球
basement,n.,地下室
basic,adj.,基本的
basics,n.,基礎;基本原理(或原則)
basin,n.,臉盆;盆地
basis,n.,基礎
basket,n.,籃子
basketball,n.,籃球
bass,adj.,低沈的;男低音的
bass,n.,男低音;低音樂器;鱸魚
bat,v.,揮打;眨(眼)
bat,n.,球棒;蝙蝠
batch,n.,一批;一群;一爐;一團
bath,n.,洗澡
bathe,v.,洗澡
bathroom,n.,廁所;浴室
batter,v.,連續猛擊;搗毀;把...用舊
batter,n.,打擊手;糊狀物
battery,n.,電池
battle,v.,與...作戰
battle,n.,戰鬥;戰役
bay,n.,海灣
bazaar,n.,(中東的)市場;商店街;義賣
BBQ,v.,烤肉 barbecue
be,v.,是;要;有;在
beach,v.,將(船等)拖上岸
beach,n.,海灘
bead,v.,用珠裝飾
bead,n.,有孔小珠
beak,n.,鳥嘴
beam,v.,以樑支撐;用...照射
beam,n.,橫樑;光束
bean,n.,豆莢;豆子
bear,n.,熊
bear,v.,承受
beard,n.,鬍子
beast,n.,野獸
beat,v.,擊敗;敲擊
beat,n.,敲打;敲擊聲;心跳聲;滴答聲;拍子
beautiful,adj.,漂亮的
beautify,v.,使更加美麗;美化
beauty,n.,美貌;美人
because,conj.,因為
beckon,v.,(招手或點頭)示意;召喚
become,v.,變成
bed,n.,床
bedroom,n.,臥房
bee,n.,蜜蜂
beef,n.,牛肉
beep,v.,作嗶嗶聲;吹警笛
beep,n.,嗶嗶的聲音
beer,n.,啤酒
beetle,n.,甲蟲
before,adv.,較早;以前;曾經;在前;向前
before,prep.,在…之前
before,conj.,"在...以前;與其...寧可;否則,要不然"
beforehand,adv.,事先;提前地
beg,v.,乞討;懇求
beggar,n.,乞丐
begin,v.,開始
beginner,n.,新手
behalf,n.,代表
behave,v.,舉動;守規矩
behavior,n.,行為
behind,adv.,在背後;向背後;遲;落後
behind,prep.,在…後面
being,n.,存在;生存;生命;本質
belief,n.,相信;信仰
believable,adj.,可信的
believe,v.,相信
bell,n.,鈴;鐘
belly,n.,腹部
belong,v.,屬於
belongings,n.,財產;攜帶物品
beloved,adj.,心愛的
beloved,n.,心愛的人
below,adv.,在下面;到下面
below,prep.,在…之下
belt,v.,用皮帶抽打;環繞;猛擊
belt,n.,腰帶
bench,n.,長凳;長椅
bend,v.,折彎;轉彎
bend,n.,彎;曲;俯
beneath,prep.,在...之下
beneficial,adj.,有益的;有利的
benefit,v.,對...有益
benefit,n.,利益;好處
berry,n.,莓果
beside,prep.,在...旁側
besides,adv.,並且
besides,prep.,除...之外
besiege,v.,圍攻;圍困;煩擾
best,adj.,最好的;最熟練的;最適當的
best,v.,打敗;勝過
best,adv.,最好地;最適當地;最;極
best,n.,最好;最佳;最好
bet,v.,以(錢;物等)打賭
bet,n.,打賭
betray,v.,背叛;出賣
better,adj.,較佳的;更好的;更適當的
better,v.,改善;提高;超過;變得較好
better,adv.,更好地;更適當地
better,n.,"(人或事物)較優者,較好者"
between,adv.,在中間;介乎兩者之間
between,prep.,在…和…之間
beverage,n.,飲料
beware,v.,當心;提防
beyond,adv.,在更遠處
beyond,prep.,越出;晚於;在...那一邊
bias,v.,使存偏見
bias,n.,偏見;成見;斜線
Bible,n.,聖經
bicycle,n.,腳踏車
bid,v.,吩咐;(拍賣中)喊價
bid,n.,出價
big,adj.,大的
bike,n.,腳踏車
bill,v.,記入帳
bill,n.,帳單; 鈔票
billion,n.,(美國)十億
bind,v.,捆;綁
bingo,n.,賓果遊戲
binoculars,n.,雙筒望遠鏡
biochemistry,n.,生物化學
biography,n.,傳記
biological,adj.,生物的;生物學的
biology,n.,生物學
bird,n.,鳥
birth,n.,出生;起源
biscuit,n.,(美國)小麵包
bit,n.,"小片,;少量,一點點;片刻;位元"
bite,v.,咬
bite,n.,"咬,叮"
bitter,adj.,苦的;嚴酷的
bizarre,adj.,奇異的;異乎尋常的
black,adj.,黑色的
black,n.,黑色;美國黑人
blackboard,n.,黑板
blacksmith,n.,鐵匠
blade,n.,刀片;葉片;葉片狀物
blame,v.,歸咎於
blame,n.,"責備,指責;責任"
blank,adj.,"空白的;空的,無內容的;茫然的"
blank,n.,空白
blanket,v.,(似)用毯覆蓋;掩蓋
blanket,n.,毯子
blast,v.,炸開;吹奏;嚴厲批評
blast,n.,(一陣)疾風;突然吹奏;爆破
blaze,v.,燃燒;閃耀;炫示
blaze,n.,火焰;火災;光輝;掃射
bleach,v.,漂白;曬得褪色;使脫色
bleach,n.,漂白;漂白劑
bleak,adj.,荒涼的;陰冷的;無希望的
bleed,v.,流血
blend,v.,使混和
blend,n.,"混合,混雜;交融;混合物"
bless,v.,祝福;保佑
blessing,n.,祈神賜福;祝福
blind,adj.,瞎的
blind,v.,"使看不見,使失明;使失去理智"
blink,v.,眨眼睛;閃爍
blink,n.,眨眼睛;一瞬間
blizzard,n.,大風雪
block,v.,阻塞
block,n.,街區
blond,adj.,白膚金髮碧眼的
blond,n.,白膚金髮碧眼的人
blonde,adj.,白膚金髮碧眼的
blonde,n.,白膚金髮碧眼的女人
blood,n.,血
bloody,adj.,流血的
bloom,v.,開花;興盛
bloom,n.,開花
blossom,v.,開花;發展成
blossom,n.,花;開花
blot,v.,污損(名譽);(用吸墨紙)吸乾
blot,n.,墨水漬;污漬;污點
blouse,n.,女裝短上衣
blow,v.,吹
blow,n.,"吹動,吹氣;強風;吹牛"
blue,adj.,藍色的
blue,n.,藍色
blues,n.,藍調;憂鬱
blunder,v.,犯大錯;出漏子
blunder,n.,大錯
blunt,adj.,鈍的;遲鈍的;直率的
blunt,v.,使鈍;使遲鈍;減弱
blur,v.,使模糊不清;使朦朧
blur,n.,模糊;模糊不清的事物
blush,v.,臉紅
blush,n.,臉紅
board,v.,上車;上船
board,n.,木板;膳食;車上;船上; 董事會
boast,v.,吹牛;誇耀
boast,n.,吹牛;大話
boat,n.,小船
bodily,adj.,肉體的;身體的;有形的
bodily,adv.,親身地;以肉體形式;整體地
body,n.,身體
bodyguard,n.,保鏢;護衛隊
bog,v.,陷入泥沼;動彈不得
bog,n.,沼澤;泥塘
boil,v.,(水等)沸騰;開;滾
boil,n.,沸騰;煮沸;翻滾
bold,adj.,無畏的;大膽的
bolt,v.,閂上;用螺栓拴緊;吞吃;衝出
bolt,n.,門栓;螺栓;電光;衝撞
bomb,v.,"轟炸,投彈;慘敗"
bomb,n.,炸彈
bombard,v.,砲擊;不斷攻擊;連續提出問題
bond,v.,以...作抵押;使...黏合
bond,n.,結合力;束縛
bondage,n.,奴隸身分;奴役;束縛
bone,n.,骨頭
bonus,n.,獎金;額外津貼;分紅
bony,adj.,骨的;似骨的
book,v.,預訂;預雇;預約;登記
book,n.,書本
bookcase,n.,書架
boom,v.,發出隆隆聲;激增;暴漲;興旺
boom,n.,隆隆聲;景氣;激增;暴漲
boost,v.,舉;抬;推動;促進
boost,n.,一舉;一抬;推動;促進
boot,v.,開機
boot,n.,(長筒)靴
booth,n.,(有篷的)貨攤;崗亭;(餐廳等)雅座
border,v.,"毗鄰,接界"
border,n.,邊緣;邊境
bore,v.,使厭煩
bore,n.,令人討厭的人(或事物)
boredom,n.,無聊;厭倦
born,adj.,出生的;誕生的
borrow,v.,借
bosom,n.,胸;乳房;(衣服的)襟;胸懷
boss,v.,指揮;作威作福
boss,n.,老闆
botany,n.,植物學;(總稱)一個地區的植物
both,adj.,兩者
both,adv.,並;又;兩者皆
bother,v.,煩擾
bother,n.,"煩惱,麻煩;使人煩惱的人(或事物)"
bottle,v.,"把...裝入瓶中;約束,抑制(感情);隱藏"
bottle,n.,瓶子
bottom,adj.,"最低的;最後的,最下的"
bottom,v.,"基於,根據;到達底部;降至最低點"
bottom,n.,底部;屁股
boulevard,n.,林蔭大道;大馬路
bounce,v.,"彈起,彈回"
bounce,n.,"彈,反彈"
bound,v.,與...接界;跳躍;彈回
bound,n.,跳躍;領域;界限
boundary,n.,邊界;分界線;界限
bout,n.,(拳擊等)比賽;較量;(疾病等)發作
bow,v.,鞠躬
bow,n.,弓
bowel,n.,腸;內部;深處
bowl,n.,碗
bowling,n.,保齡球戲
box,v.,把...裝箱(或盒等)
box,n.,箱;盒;匣
boxer,n.,拳擊手;拳師;拳師狗
boxing,n.,拳擊;拳術;裝箱
boy,n.,男孩
boycott,v.,聯合抵制
boycott,n.,聯合抵制
boyhood,n.,(男姓的)童年
bra,n.,奶罩
brace,v.,支撐;做好準備
brace,n.,支柱;大括號;(牙齒)矯正器
bracelet,n.,手鐲;臂鐲
braid,v.,編成辮子;編成穗帶;編結
braid,n.,髮辮;穗帶
brain,n.,"腦;智力,頭腦"
brake,v.,"煞車,制動"
brake,n.,煞車
branch,v.,出枝;分支;分岔
branch,n.,樹枝;支部
brand,v.,印...商標於
brand,n.,商標
brass,adj.,"黃銅製的,黃銅色的"
brass,n.,黃銅
brassiere,n.,胸罩
brave,adj.,勇敢的
bravery,n.,"勇敢,勇氣"
bread,n.,麵包
breadth,n.,寬度;幅度;寬宏
break,v.,斷裂;中斷;打破（記錄）
break,n.,暫停
breakdown,n.,故障;損壞;崩潰;分析
breakfast,v.,吃早餐; 為...供應早餐
breakfast,n.,早餐
breakthrough,n.,突圍;突破;突破性進展
